<S> <S>+BSTag
"O	o <prn> <pers> <3s>
"O	o <prn> <pers> <3p>
bunu	bun <n> <acc> <3p>
bunu	bu <prn> <dem> <p3s>
bunu	bu <prn> <dem> <p3s> <3s>
bunu	bu <prn> <dem> <p3s> <3p>
bunu	bu <prn> <dem> <acc>
bunu	bu <prn> <dem> <acc> <3s>
bunu	bu <prn> <dem> <acc> <3p>
yaparken	yap <v> <t_aor> <3p> <cpl_ken>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tür	tür <n> <3s>
tür	tür <n> <3p>
ninni	ninni <n> <3s>
ninni	ninni <n> <3p>
söyledi	söyle <v> <t_past> <3p>
ve	ve <cnjadv>
her	<unk>
satırın	satır <n> <p2s> <3s>
satırın	satır <n> <p2s> <3p>
satırın	satır <n> <gen>
satırın	satır <n> <gen> <3s>
satırın	satır <n> <gen> <3p>
sonunda	sonunda <adv> <Dan_0> <n>
sonunda	sonunda <adv> <Dan_0> <n> <3s>
sonunda	sonunda <adv> <Dan_0> <n> <3p>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3p>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3p>
sonunda	son <n> <p2s> <loc>
sonunda	son <n> <p2s> <loc> <3s>
sonunda	son <n> <p2s> <loc> <3p>
sonunda	son <n> <p3s> <loc>
sonunda	son <n> <p3s> <loc> <3s>
sonunda	son <n> <p3s> <loc> <3p>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3s>
şiddetli	şiddet <n> <D_lI> <adj> <Djn_0> <n> <3p>
şiddetli	şiddet <n> <D_lI> <n>
şiddetli	şiddet <n> <D_lI> <n> <3s>
şiddetli	şiddet <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
sarsıntı	sarsıntı <n> <3s>
sarsıntı	sarsıntı <n> <3p>
yaptı:	yap <v> <t_past> <3p>
“Küçük	<unk>
oğluna	oğul <n> <p2s> <dat> <3s>
oğluna	oğul <n> <p2s> <dat> <3p>
oğluna	oğul <n> <p3s> <dat>
oğluna	oğul <n> <p3s> <dat> <3s>
oğluna	oğul <n> <p3s> <dat> <3p>
kabaca	kabaca <adv> <Dan_0> <n>
kabaca	kabaca <adv> <Dan_0> <n> <3s>
kabaca	kabaca <adv> <Dan_0> <n> <3p>
kabaca	kaba <n> <D_CA> <adj>
kabaca	kaba <n> <D_CA> <adj> <Djn_0> <n>
kabaca	kaba <n> <D_CA> <adj> <Djn_0> <n> <3s>
kabaca	kaba <n> <D_CA> <adj> <Djn_0> <n> <3p>
kabaca	kaba <n> <D_CA> <adv>
kabaca	kaba <n> <D_CA> <adv> <Dan_0> <n>
kabaca	kaba <n> <D_CA> <adv> <Dan_0> <n> <3s>
kabaca	kaba <n> <D_CA> <adv> <Dan_0> <n> <3p>
kabaca	kaba <n> <D_CA> <n>
kabaca	kaba <n> <D_CA> <n> <3s>
kabaca	kaba <n> <D_CA> <n> <3p>
konuş,	konuş <v> <t_imp> <3p>
konuş,	kon <v> <D_yIS> <n>
konuş,	kon <v> <D_yIS> <n> <3s>
konuş,	kon <v> <D_yIS> <n> <3p>
konuş,	kon <v> <vn_yis>
konuş,	kon <v> <vn_yis> <3s>
konuş,	kon <v> <vn_yis> <3p>
Ve	ve <cnjadv>
hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3s>
hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3p>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3s>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3p>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3s>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3p>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3s>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3p>
hapşırdığında	hapşır <v> <cv_dik> <p3s> <loc>
döv	döv <v> <t_imp> <3p>
onu:	on <n> <p3s> <3s>
onu:	on <n> <p3s> <3p>
onu:	on <n> <acc>
onu:	on <n> <acc> <3s>
onu:	on <n> <acc> <3p>
onu:	on <num> <Dmn_0> <n> <p3s>
onu:	on <num> <Dmn_0> <n> <p3s> <3s>
onu:	on <num> <Dmn_0> <n> <p3s> <3p>
onu:	on <num> <Dmn_0> <n> <acc>
onu:	on <num> <Dmn_0> <n> <acc> <3s>
onu:	on <num> <Dmn_0> <n> <acc> <3p>
onu:	o <prn> <pers> <p3s>
onu:	o <prn> <pers> <p3s> <3s>
onu:	o <prn> <pers> <p3s> <3p>
onu:	o <prn> <pers> <acc>
onu:	o <prn> <pers> <acc> <3s>
onu:	o <prn> <pers> <acc> <3p>
Bunu	bun <n> <p3s> <3s>
Bunu	bun <n> <p3s> <3p>
Bunu	bun <n> <acc>
Bunu	bun <n> <acc> <3s>
Bunu	bun <n> <acc> <3p>
Bunu	bu <prn> <dem> <p3s>
Bunu	bu <prn> <dem> <p3s> <3s>
Bunu	bu <prn> <dem> <p3s> <3p>
Bunu	bu <prn> <dem> <acc>
Bunu	bu <prn> <dem> <acc> <3s>
Bunu	bu <prn> <dem> <acc> <3p>
sadece	sadece <adv> <Dan_0> <n>
sadece	sadece <adv> <Dan_0> <n> <3s>
sadece	sadece <adv> <Dan_0> <n> <3p>
sadece	sadece <n>
sadece	sadece <n> <3s>
sadece	sadece <n> <3p>
sadece	sade <n> <D_CA> <adj>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
sadece	sade <n> <D_CA> <adv>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
sadece	sade <n> <D_CA> <n>
sadece	sade <n> <D_CA> <n> <3s>
sadece	sade <n> <D_CA> <n> <3p>
kızdırmak	kız <v> <caus> <vn_mak> <3s>
kızdırmak	kız <v> <caus> <vn_mak> <3p>
kızdırmak	kız <v> <caus> <vinf>
kızdırmak	kız <v> <caus> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
yapar,	yap <v> <t_aor> <3p>
Çünkü	çünkü <cnjadv>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
kızdırdığını	kız <v> <caus> <vn_dik> <p2s> <acc> <3s>
kızdırdığını	kız <v> <caus> <vn_dik> <p2s> <acc> <3p>
kızdırdığını	kız <v> <caus> <vn_dik> <p3s> <acc>
kızdırdığını	kız <v> <caus> <vn_dik> <p3s> <acc> <3s>
kızdırdığını	kız <v> <caus> <vn_dik> <p3s> <acc> <3p>
kızdırdığını	kız <v> <caus> <part_dik> <p2s> <acc>
kızdırdığını	kız <v> <caus> <part_dik> <p2s> <acc> <3s>
kızdırdığını	kız <v> <caus> <part_dik> <p2s> <acc> <3p>
kızdırdığını	kız <v> <caus> <part_dik> <p3s> <acc>
kızdırdığını	kız <v> <caus> <part_dik> <p3s> <acc> <3s>
kızdırdığını	kız <v> <caus> <part_dik> <p3s> <acc> <3p>
kızdırdığını	kız <v> <caus> <cv_dik> <p3s> <acc>
biliyor.”	<unk>
KORO.	koro <n> <3s>
KORO.	koro <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
(Aşçı	aşçı <n> <3s>
(Aşçı	aşçı <n> <3p>
(Aşçı	aş <n> <D_CI> <adj>
(Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n>
(Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3s>
(Aşçı	aş <n> <D_CI> <adj> <Djn_0> <n> <3p>
(Aşçı	aş <n> <D_CI> <n>
(Aşçı	aş <n> <D_CI> <n> <3s>
(Aşçı	aş <n> <D_CI> <n> <3p>
(Aşçı	aş <v> <D_CI> <n>
(Aşçı	aş <v> <D_CI> <n> <3s>
(Aşçı	aş <v> <D_CI> <n> <3p>
ve	ve <cnjadv>
bebeğin	bebek <n> <p2s> <3s>
bebeğin	bebek <n> <p2s> <3p>
bebeğin	bebek <n> <gen>
bebeğin	bebek <n> <gen> <3s>
bebeğin	bebek <n> <gen> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
katıldığı):	katıl <v> <vn_dik> <p3s> <3s>
katıldığı):	katıl <v> <vn_dik> <p3s> <3p>
katıldığı):	katıl <v> <vn_dik> <acc>
katıldığı):	katıl <v> <vn_dik> <acc> <3s>
katıldığı):	katıl <v> <vn_dik> <acc> <3p>
katıldığı):	katıl <v> <part_dik> <p3s>
katıldığı):	katıl <v> <part_dik> <p3s> <3s>
katıldığı):	katıl <v> <part_dik> <p3s> <3p>
katıldığı):	katıl <v> <part_dik> <acc>
katıldığı):	katıl <v> <part_dik> <acc> <3s>
katıldığı):	katıl <v> <part_dik> <acc> <3p>
katıldığı):	katıl <v> <cv_dik> <p3s>
katıldığı):	kat <v> <pass> <vn_dik> <p3s>
katıldığı):	kat <v> <pass> <vn_dik> <p3s> <3s>
katıldığı):	kat <v> <pass> <vn_dik> <p3s> <3p>
katıldığı):	kat <v> <pass> <vn_dik> <acc>
katıldığı):	kat <v> <pass> <vn_dik> <acc> <3s>
katıldığı):	kat <v> <pass> <vn_dik> <acc> <3p>
katıldığı):	kat <v> <pass> <part_dik> <p3s>
katıldığı):	kat <v> <pass> <part_dik> <p3s> <3s>
katıldığı):	kat <v> <pass> <part_dik> <p3s> <3p>
katıldığı):	kat <v> <pass> <part_dik> <acc>
katıldığı):	kat <v> <pass> <part_dik> <acc> <3s>
katıldığı):	kat <v> <pass> <part_dik> <acc> <3p>
katıldığı):	kat <v> <pass> <cv_dik> <p3s>
"Vay!	vay <n> <3s>
"Vay!	vay <n> <3p>
"Vay!	vay <ij>
</S> </S>+ESTag
<S> <S>+BSTag
vay!	vay <n> <3s>
vay!	vay <n> <3p>
vay!	vay <ij>
</S> </S>+ESTag
<S> <S>+BSTag
vay!"	vay <n> <3s>
vay!"	vay <n> <3p>
vay!"	vay <ij>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
şarkının	şarkı <n> <p2s> <gen> <3s>
şarkının	şarkı <n> <p2s> <gen> <3p>
şarkının	şarkı <n> <gen>
şarkının	şarkı <n> <gen> <3s>
şarkının	şarkı <n> <gen> <3p>
şarkının	şark <n> <p2s> <gen>
şarkının	şark <n> <p2s> <gen> <3s>
şarkının	şark <n> <p2s> <gen> <3p>
şarkının	şark <n> <p3s> <gen>
şarkının	şark <n> <p3s> <gen> <3s>
şarkının	şark <n> <p3s> <gen> <3p>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3s>
ikinci	iki <num> <D_IncI> <adj> <Djn_0> <n> <3p>
kıtasını	kıta <n> <p3s> <acc> <3s>
kıtasını	kıta <n> <p3s> <acc> <3p>
söylerken,	söyle <v> <t_aor> <3p> <cpl_ken>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
şiddetle	şiddet <n> <D_lA> <v> <t_imp> <3p>
şiddetle	şiddet <n> <ins>
şiddetle	şiddet <n> <ins> <3s>
şiddetle	şiddet <n> <ins> <3p>
yukarı	yukarı <adv> <Dan_0> <n>
yukarı	yukarı <adv> <Dan_0> <n> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <p3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <p3s> <3p>
yukarı	yukarı <adv> <Dan_0> <n> <acc>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3s>
yukarı	yukarı <adv> <Dan_0> <n> <acc> <3p>
yukarı	yukarı <postp>
aşağı	aşağı <adv> <Dan_0> <n>
aşağı	aşağı <adv> <Dan_0> <n> <3s>
aşağı	aşağı <adv> <Dan_0> <n> <3p>
aşağı	aşağı <n>
aşağı	aşağı <n> <3s>
aşağı	aşağı <n> <3p>
aşağı	aşağı <postp>
fırlatmaya	fırla <v> <caus> <neg> <t_opt> <3p>
fırlatmaya	fırla <v> <caus> <vn_ma> <dat>
fırlatmaya	fırla <v> <caus> <vn_ma> <dat> <3s>
fırlatmaya	fırla <v> <caus> <vn_ma> <dat> <3p>
fırlatmaya	fırla <v> <caus> <vn_mak> <dat>
fırlatmaya	fırla <v> <caus> <vn_mak> <dat> <3s>
fırlatmaya	fırla <v> <caus> <vn_mak> <dat> <3p>
fırlatmaya	fırla <v> <caus> <vinf> <dat>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
ve	ve <cnjadv>
zavallı	zavallı <n> <3s>
zavallı	zavallı <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
şey	şey <n> <3s>
şey	şey <n> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
bağırdı	bağır <n> <cpl_di> <3p>
bağırdı	bağır <n> <3p> <cpl_di>
bağırdı	bağır <v> <t_past> <3s>
bağırdı	bağır <v> <t_past> <3p>
ki,	ki <cnjadv>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
sözleri	söz <n> <pl> <p3s> <3s>
sözleri	söz <n> <pl> <p3s> <3p>
sözleri	söz <n> <pl> <acc>
sözleri	söz <n> <pl> <acc> <3s>
sözleri	söz <n> <pl> <acc> <3p>
sözleri	söz <n> <p3p>
sözleri	söz <n> <p3p> <3s>
sözleri	söz <n> <p3p> <3p>
neredeyse	neredeyse <adv> <Dan_0> <n>
neredeyse	neredeyse <adv> <Dan_0> <n> <3s>
neredeyse	neredeyse <adv> <Dan_0> <n> <3p>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3s>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3p>
neredeyse	nere <prn> <qst> <loc> <3p> <cpl_sa>
duyamadı:	duy <v> <abil> <neg> <t_past> <3p>
"Oğluma	oğul <n> <p1s> <dat> <3s>
"Oğluma	oğul <n> <p1s> <dat> <3p>
sertçe	sert <adj> <D_CA> <adj> <Djn_0> <n>
sertçe	sert <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sertçe	sert <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adj>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adv>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <n>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <n> <3s>
sertçe	sert <adj> <Djn_0> <n> <D_CA> <n> <3p>
konuşurum,	<unk>
"Onu	on <n> <p3s> <3s>
"Onu	on <n> <p3s> <3p>
"Onu	on <n> <acc>
"Onu	on <n> <acc> <3s>
"Onu	on <n> <acc> <3p>
"Onu	on <num> <Dmn_0> <n> <p3s>
"Onu	on <num> <Dmn_0> <n> <p3s> <3s>
"Onu	on <num> <Dmn_0> <n> <p3s> <3p>
"Onu	on <num> <Dmn_0> <n> <acc>
"Onu	on <num> <Dmn_0> <n> <acc> <3s>
"Onu	on <num> <Dmn_0> <n> <acc> <3p>
"Onu	o <prn> <pers> <p3s>
"Onu	o <prn> <pers> <p3s> <3s>
"Onu	o <prn> <pers> <p3s> <3p>
"Onu	o <prn> <pers> <acc>
"Onu	o <prn> <pers> <acc> <3s>
"Onu	o <prn> <pers> <acc> <3p>
hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3s>
hapşırdığında	hapşır <v> <vn_dik> <p2s> <loc> <3p>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3s>
hapşırdığında	hapşır <v> <vn_dik> <p3s> <loc> <3p>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3s>
hapşırdığında	hapşır <v> <part_dik> <p2s> <loc> <3p>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3s>
hapşırdığında	hapşır <v> <part_dik> <p3s> <loc> <3p>
hapşırdığında	hapşır <v> <cv_dik> <p3s> <loc>
döverim;	<unk>
Çünkü	çünkü <cnjadv>
istediği	iste <v> <vn_dik> <p3s> <3s>
istediği	iste <v> <vn_dik> <p3s> <3p>
istediği	iste <v> <vn_dik> <acc>
istediği	iste <v> <vn_dik> <acc> <3s>
istediği	iste <v> <vn_dik> <acc> <3p>
istediği	iste <v> <part_dik> <p3s>
istediği	iste <v> <part_dik> <p3s> <3s>
istediği	iste <v> <part_dik> <p3s> <3p>
istediği	iste <v> <part_dik> <acc>
istediği	iste <v> <part_dik> <acc> <3s>
istediği	iste <v> <part_dik> <acc> <3p>
istediği	iste <v> <cv_dik> <p3s>
zaman	zaman <n> <3s>
zaman	zaman <n> <3p>
biberin	biber <n> <p2s> <3s>
biberin	biber <n> <p2s> <3p>
biberin	biber <n> <gen>
biberin	biber <n> <gen> <3s>
biberin	biber <n> <gen> <3p>
tadını	tat <n> <p2s> <acc> <3s>
tadını	tat <n> <p2s> <acc> <3p>
tadını	tat <n> <p3s> <acc>
tadını	tat <n> <p3s> <acc> <3s>
tadını	tat <n> <p3s> <acc> <3p>
sonuna	son <adj> <Djn_0> <n> <p2s> <dat> <3s>
sonuna	son <adj> <Djn_0> <n> <p2s> <dat> <3p>
sonuna	son <adj> <Djn_0> <n> <p3s> <dat>
sonuna	son <adj> <Djn_0> <n> <p3s> <dat> <3s>
sonuna	son <adj> <Djn_0> <n> <p3s> <dat> <3p>
sonuna	son <n> <p2s> <dat>
sonuna	son <n> <p2s> <dat> <3s>
sonuna	son <n> <p2s> <dat> <3p>
sonuna	son <n> <p3s> <dat>
sonuna	son <n> <p3s> <dat> <3s>
sonuna	son <n> <p3s> <dat> <3p>
kadar	<unk>
çıkarabilir!"	çıkar <v> <abil> <t_aor> <3p>
NAKARAT.	nakarat <n> <3s>
NAKARAT.	nakarat <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Vay!	vay <n> <3s>
"Vay!	vay <n> <3p>
"Vay!	vay <ij>
</S> </S>+ESTag
<S> <S>+BSTag
vay!	vay <n> <3s>
vay!	vay <n> <3p>
vay!	vay <ij>
</S> </S>+ESTag
<S> <S>+BSTag
vay!"	vay <n> <3s>
vay!"	vay <n> <3p>
vay!"	vay <ij>
"İşte!	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
İstersen	<unk>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
besleyebilirsin!"	<unk>
dedi	de <v> <t_past> <3p>
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
Alice'e,	<unk>
konuşurken	konuş <v> <t_aor> <3p> <cpl_ken>
bebeği	bebek <n> <p3s> <3s>
bebeği	bebek <n> <p3s> <3p>
bebeği	bebek <n> <acc>
bebeği	bebek <n> <acc> <3s>
bebeği	bebek <n> <acc> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
fırlatarak.	<unk>
</S> </S>+ESTag
<S> <S>+BSTag
"Gidip	<unk>
Kraliçe	kraliçe <n> <3s>
Kraliçe	kraliçe <n> <3p>
ile	ile <cnjcoo>
ile	il <n> <dat>
ile	il <n> <dat> <3s>
ile	il <n> <dat> <3p>
kroket	<unk>
oynamaya	oyna <v> <D_mA> <n> <dat> <3s>
oynamaya	oyna <v> <D_mA> <n> <dat> <3p>
oynamaya	oyna <v> <neg> <t_opt> <3s>
oynamaya	oyna <v> <neg> <t_opt> <3p>
oynamaya	oyna <v> <vn_ma> <dat>
oynamaya	oyna <v> <vn_ma> <dat> <3s>
oynamaya	oyna <v> <vn_ma> <dat> <3p>
oynamaya	oyna <v> <vn_mak> <dat>
oynamaya	oyna <v> <vn_mak> <dat> <3s>
oynamaya	oyna <v> <vn_mak> <dat> <3p>
oynamaya	oyna <v> <vinf> <dat>
hazırlanmalıyım,"	hazır <adj> <D_lAn> <v> <t_obl> <1s>
hazırlanmalıyım,"	hazır <adj> <Djn_0> <n> <D_lAn> <v> <t_obl> <1s>
hazırlanmalıyım,"	hazır <n> <D_lAn> <v> <t_obl> <1s>
dedi	de <v> <t_past> <3p>
ve	ve <cnjadv>
odadan	oda <n> <abl> <3s>
odadan	oda <n> <abl> <3p>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle	acele <adv> <Dan_0> <n> <ins>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3p>
çıktı.	çıktı <n> <3s>
çıktı.	çıktı <n> <3p>
çıktı.	çık <v> <t_past> <3s>
çıktı.	çık <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Aşçı,	aşçı <n> <3s>
Aşçı,	aşçı <n> <3p>
Aşçı,	aş <n> <D_CI> <adj>
Aşçı,	aş <n> <D_CI> <adj> <Djn_0> <n>
Aşçı,	aş <n> <D_CI> <adj> <Djn_0> <n> <3s>
Aşçı,	aş <n> <D_CI> <adj> <Djn_0> <n> <3p>
Aşçı,	aş <n> <D_CI> <n>
Aşçı,	aş <n> <D_CI> <n> <3s>
Aşçı,	aş <n> <D_CI> <n> <3p>
Aşçı,	aş <v> <D_CI> <n>
Aşçı,	aş <v> <D_CI> <n> <3s>
Aşçı,	aş <v> <D_CI> <n> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
çıkarken	çıkar <n> <3p> <cpl_ken>
çıkarken	çık <v> <t_aor> <3s> <cpl_ken>
çıkarken	çık <v> <t_aor> <3p> <cpl_ken>
arkasından	arka <adj> <Djn_0> <n> <p3s> <abl> <3s>
arkasından	arka <adj> <Djn_0> <n> <p3s> <abl> <3p>
arkasından	arka <n> <p3s> <abl>
arkasından	arka <n> <p3s> <abl> <3s>
arkasından	arka <n> <p3s> <abl> <3p>
