<S> <S>+BSTag
"Kafasını	kafa <n> <p3s> <acc> <3s>
"Kafasını	kafa <n> <p3s> <acc> <3p>
"Uzun	uz <n> <gen> <3p>
otlar	otla <v> <t_aor> <3p>
otlar	ot <n> <D_lA> <v> <t_aor> <3s>
otlar	ot <n> <D_lA> <v> <t_aor> <3p>
otlar	ot <n> <3p>
otlar	ot <n> <pl>
otlar	ot <n> <pl> <3s>
otlar	ot <n> <pl> <3p>
Beyaz	beyaz <n> <3s>
Beyaz	beyaz <n> <3p>
Tavşan	tavşan <n> <3s>
Tavşan	tavşan <n> <3p>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3s>
aceleyle	acele <adj> <Djn_0> <n> <ins> <3p>
aceleyle	acele <adv> <Dan_0> <n> <ins>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3s>
aceleyle	acele <adv> <Dan_0> <n> <ins> <3p>
yanından	yan <n> <p2s> <abl> <3s>
yanından	yan <n> <p2s> <abl> <3p>
yanından	yan <n> <p3s> <abl>
yanından	yan <n> <p3s> <abl> <3s>
yanından	yan <n> <p3s> <abl> <3p>
geçerken	geçer <adj> <Djn_0> <n> <3p> <cpl_ken>
geçerken	geç <v> <t_aor> <3s> <cpl_ken>
geçerken	geç <v> <t_aor> <3p> <cpl_ken>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
ayaklarında	ayak <n> <pl> <p2s> <loc> <3s>
ayaklarında	ayak <n> <pl> <p2s> <loc> <3p>
ayaklarında	ayak <n> <pl> <p3s> <loc>
ayaklarında	ayak <n> <pl> <p3s> <loc> <3s>
ayaklarında	ayak <n> <pl> <p3s> <loc> <3p>
ayaklarında	ayak <n> <p3p> <loc>
ayaklarında	ayak <n> <p3p> <loc> <3s>
ayaklarında	ayak <n> <p3p> <loc> <3p>
hışırdadı-korkmuş	<unk>
Fare	fare <n> <3s>
Fare	fare <n> <3p>
komşu	komşu <adj> <Djn_0> <n>
komşu	komşu <adj> <Djn_0> <n> <3s>
komşu	komşu <adj> <Djn_0> <n> <3p>
komşu	komşu <n>
komşu	komşu <n> <3s>
komşu	komşu <n> <3p>
havuz	havuz <n> <3s>
havuz	havuz <n> <3p>
boyunca	boyun <n> <D_CA> <adj>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3p>
boyunca	boyun <n> <D_CA> <adv>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3p>
boyunca	boyun <n> <D_CA> <n>
boyunca	boyun <n> <D_CA> <n> <3s>
boyunca	boyun <n> <D_CA> <n> <3p>
boyunca	boyun <n> <ca>
boyunca	boy <n> <p2s> <ca>
boyunca	boy <n> <p3s> <ca>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
yolunu	yol <n> <p2s> <acc> <3s>
yolunu	yol <n> <p2s> <acc> <3p>
yolunu	yol <n> <p3s> <acc>
yolunu	yol <n> <p3s> <acc> <3s>
yolunu	yol <n> <p3s> <acc> <3p>
sıçratarak	<unk>
gitti-Mart	<unk>
Tavşanı	tavşan <n> <p3s> <3s>
Tavşanı	tavşan <n> <p3s> <3p>
Tavşanı	tavşan <n> <acc>
Tavşanı	tavşan <n> <acc> <3s>
Tavşanı	tavşan <n> <acc> <3p>
ve	ve <cnjadv>
arkadaşlarının	arkadaş <n> <pl> <p2s> <gen> <3s>
arkadaşlarının	arkadaş <n> <pl> <p2s> <gen> <3p>
arkadaşlarının	arkadaş <n> <pl> <p3s> <gen>
arkadaşlarının	arkadaş <n> <pl> <p3s> <gen> <3s>
arkadaşlarının	arkadaş <n> <pl> <p3s> <gen> <3p>
arkadaşlarının	arkadaş <n> <p3p> <gen>
arkadaşlarının	arkadaş <n> <p3p> <gen> <3s>
arkadaşlarının	arkadaş <n> <p3p> <gen> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
bitmeyen	bit <v> <neg> <part_yan> <3s>
bitmeyen	bit <v> <neg> <part_yan> <3p>
öğünlerini	öğün <n> <pl> <p2s> <acc> <3s>
öğünlerini	öğün <n> <pl> <p2s> <acc> <3p>
öğünlerini	öğün <n> <pl> <p3s> <acc>
öğünlerini	öğün <n> <pl> <p3s> <acc> <3s>
öğünlerini	öğün <n> <pl> <p3s> <acc> <3p>
öğünlerini	öğün <n> <p3p> <acc>
öğünlerini	öğün <n> <p3p> <acc> <3s>
öğünlerini	öğün <n> <p3p> <acc> <3p>
paylaştıkları	paylaş <v> <part_dik> <pl> <p3s> <3s>
paylaştıkları	paylaş <v> <part_dik> <pl> <p3s> <3p>
paylaştıkları	paylaş <v> <part_dik> <pl> <acc>
paylaştıkları	paylaş <v> <part_dik> <pl> <acc> <3s>
paylaştıkları	paylaş <v> <part_dik> <pl> <acc> <3p>
paylaştıkları	paylaş <v> <part_dik> <p3p>
paylaştıkları	paylaş <v> <part_dik> <p3p> <3s>
paylaştıkları	paylaş <v> <part_dik> <p3p> <3p>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <p3s>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <p3s> <3s>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <p3s> <3p>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <acc>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <acc> <3s>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <pl> <acc> <3p>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <p3p>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <p3p> <3s>
paylaştıkları	pay <n> <D_lAs> <v> <part_dik> <p3p> <3p>
çay	çay <n> <3s>
çay	çay <n> <3p>
fincanlarının	fincan <n> <pl> <p2s> <gen> <3s>
fincanlarının	fincan <n> <pl> <p2s> <gen> <3p>
fincanlarının	fincan <n> <pl> <p3s> <gen>
fincanlarının	fincan <n> <pl> <p3s> <gen> <3s>
fincanlarının	fincan <n> <pl> <p3s> <gen> <3p>
fincanlarının	fincan <n> <p3p> <gen>
fincanlarının	fincan <n> <p3p> <gen> <3s>
fincanlarının	fincan <n> <p3p> <gen> <3p>
tıkırtısını,	tıkırtı <n> <p3s> <acc> <3s>
tıkırtısını,	tıkırtı <n> <p3s> <acc> <3p>
ve	ve <cnjadv>
Kraliçe'nin	kraliçe <n> <p2s> <gen> <3s>
Kraliçe'nin	kraliçe <n> <p2s> <gen> <3p>
Kraliçe'nin	kraliçe <n> <gen>
Kraliçe'nin	kraliçe <n> <gen> <3s>
Kraliçe'nin	kraliçe <n> <gen> <3p>
şanssız	şans <n> <Dnn_siz> <adj> <Djn_0> <n>
şanssız	şans <n> <Dnn_siz> <adj> <Djn_0> <n> <3s>
şanssız	şans <n> <Dnn_siz> <adj> <Djn_0> <n> <3p>
şanssız	şans <n> <Dnn_siz> <adv>
şanssız	şans <n> <Dnn_siz> <adv> <Dan_0> <n>
şanssız	şans <n> <Dnn_siz> <adv> <Dan_0> <n> <3s>
şanssız	şans <n> <Dnn_siz> <adv> <Dan_0> <n> <3p>
konuklarını	konuk <n> <pl> <p2s> <acc> <3s>
konuklarını	konuk <n> <pl> <p2s> <acc> <3p>
konuklarını	konuk <n> <pl> <p3s> <acc>
konuklarını	konuk <n> <pl> <p3s> <acc> <3s>
konuklarını	konuk <n> <pl> <p3s> <acc> <3p>
konuklarını	konuk <n> <p3p> <acc>
konuklarını	konuk <n> <p3p> <acc> <3s>
konuklarını	konuk <n> <p3p> <acc> <3p>
idama	idam <n> <dat> <3s>
idama	idam <n> <dat> <3p>
sipariş	sipariş <n> <3s>
sipariş	sipariş <n> <3p>
eden	ede <n> <p2s> <3s>
eden	ede <n> <p2s> <3p>
eden	et <v> <part_yan>
eden	et <v> <part_yan> <3s>
eden	et <v> <part_yan> <3p>
(emreden)	emret <v> <part_yan> <3s>
(emreden)	emret <v> <part_yan> <3p>
tiz	tiz <n> <3s>
tiz	tiz <n> <3p>
sesini	ses <n> <p2s> <acc> <3s>
sesini	ses <n> <p2s> <acc> <3p>
sesini	ses <n> <p3s> <acc>
sesini	ses <n> <p3s> <acc> <3s>
sesini	ses <n> <p3s> <acc> <3p>
duyabiliyordu-bir	<unk>
kez	kez <n> <3s>
kez	kez <n> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
domuz-bebek,	<unk>
tabaklar	tabakla <v> <t_aor> <3p>
tabaklar	tabak <n> <D_lA> <v> <t_aor> <3s>
tabaklar	tabak <n> <D_lA> <v> <t_aor> <3p>
tabaklar	tabak <n> <3p>
tabaklar	tabak <n> <pl>
tabaklar	tabak <n> <pl> <3s>
tabaklar	tabak <n> <pl> <3p>
ve	ve <cnjadv>
çanaklar	çanak <n> <D_lA> <v> <t_aor> <3p>
çanaklar	çanak <n> <3p>
çanaklar	çanak <n> <pl>
çanaklar	çanak <n> <pl> <3s>
çanaklar	çanak <n> <pl> <3p>
onun	onun <n> <3s>
onun	onun <n> <3p>
onun	on <n> <p2s>
onun	on <n> <p2s> <3s>
onun	on <n> <p2s> <3p>
onun	on <n> <gen>
onun	on <n> <gen> <3s>
onun	on <n> <gen> <3p>
onun	on <v> <t_imp> <2p>
onun	on <num> <Dmn_0> <n> <p2s>
onun	on <num> <Dmn_0> <n> <p2s> <3s>
onun	on <num> <Dmn_0> <n> <p2s> <3p>
onun	on <num> <Dmn_0> <n> <gen>
onun	on <num> <Dmn_0> <n> <gen> <3s>
onun	on <num> <Dmn_0> <n> <gen> <3p>
onun	o <prn> <pers> <p2s>
onun	o <prn> <pers> <p2s> <3s>
onun	o <prn> <pers> <p2s> <3p>
onun	o <prn> <pers> <gen>
onun	o <prn> <pers> <gen> <3s>
onun	o <prn> <pers> <gen> <3p>
(bebeğin)	bebek <n> <p2s> <3s>
(bebeğin)	bebek <n> <p2s> <3p>
(bebeğin)	bebek <n> <gen>
(bebeğin)	bebek <n> <gen> <3s>
(bebeğin)	bebek <n> <gen> <3p>
etrafında	etraf <n> <p2s> <loc> <3s>
etrafında	etraf <n> <p2s> <loc> <3p>
etrafında	etraf <n> <p3s> <loc>
etrafında	etraf <n> <p3s> <loc> <3s>
etrafında	etraf <n> <p3s> <loc> <3p>
çarpışırken	çarp <v> <rec> <t_aor> <3p> <cpl_ken>
(kırılırken)	kır <v> <pass> <t_aor> <3p> <cpl_ken>
Düşes'in	düşes <n> <p2s> <3s>
Düşes'in	düşes <n> <p2s> <3p>
Düşes'in	düşes <n> <gen>
Düşes'in	düşes <n> <gen> <3s>
Düşes'in	düşes <n> <gen> <3p>
Düşes'in	düş <n> <dat> <2s>
Düşes'in	düş <v> <t_opt> <2s>
dizi	dizi <n> <3s>
dizi	dizi <n> <3p>
dizi	diz <n> <p3s>
dizi	diz <n> <p3s> <3s>
dizi	diz <n> <p3s> <3p>
dizi	diz <n> <acc>
dizi	diz <n> <acc> <3s>
dizi	diz <n> <acc> <3p>
üzerinde	üzeri <n> <p2s> <loc> <3s>
üzerinde	üzeri <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p2s> <loc>
üzerinde	üzer <n> <p2s> <loc> <3s>
üzerinde	üzer <n> <p2s> <loc> <3p>
üzerinde	üzer <n> <p3s> <loc>
üzerinde	üzer <n> <p3s> <loc> <3s>
üzerinde	üzer <n> <p3s> <loc> <3p>
hapşırıyordu-bir	<unk>
kez	kez <n> <3s>
kez	kez <n> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
Griffon'un	<unk>
çığlığı,	çığlık <n> <p3s> <3s>
çığlığı,	çığlık <n> <p3s> <3p>
çığlığı,	çığlık <n> <acc>
çığlığı,	çığlık <n> <acc> <3s>
çığlığı,	çığlık <n> <acc> <3p>
çığlığı,	çığ <n> <D_lIK> <n> <p3s>
çığlığı,	çığ <n> <D_lIK> <n> <p3s> <3s>
çığlığı,	çığ <n> <D_lIK> <n> <p3s> <3p>
çığlığı,	çığ <n> <D_lIK> <n> <acc>
çığlığı,	çığ <n> <D_lIK> <n> <acc> <3s>
çığlığı,	çığ <n> <D_lIK> <n> <acc> <3p>
Kertenkele'nin	kertenkele <n> <p2s> <gen> <3s>
Kertenkele'nin	kertenkele <n> <p2s> <gen> <3p>
Kertenkele'nin	kertenkele <n> <gen>
Kertenkele'nin	kertenkele <n> <gen> <3s>
Kertenkele'nin	kertenkele <n> <gen> <3p>
arduvaz	arduvaz <n> <3s>
arduvaz	arduvaz <n> <3p>
kaleminin	kalem <n> <p2s> <gen> <3s>
kaleminin	kalem <n> <p2s> <gen> <3p>
kaleminin	kalem <n> <p3s> <gen>
kaleminin	kalem <n> <p3s> <gen> <3s>
kaleminin	kalem <n> <p3s> <gen> <3p>
gıcırdaması,	gıcırda <v> <D_mA> <n> <p3s> <3s>
gıcırdaması,	gıcırda <v> <D_mA> <n> <p3s> <3p>
gıcırdaması,	gıcırda <v> <vn_ma> <p3s>
gıcırdaması,	gıcırda <v> <vn_ma> <p3s> <3s>
gıcırdaması,	gıcırda <v> <vn_ma> <p3s> <3p>
gıcırdaması,	gıcırda <v> <cv_ma> <p3s>
ve	ve <cnjadv>
bastırılmış	bas <v> <caus> <pass> <t_narr> <3p>
bastırılmış	bas <v> <caus> <pass> <cv_mis>
gine-domuzlarının	<unk>
tıkanması,	tıka <v> <pass> <vn_ma> <p3s> <3s>
tıkanması,	tıka <v> <pass> <vn_ma> <p3s> <3p>
tıkanması,	tıka <v> <pass> <cv_ma> <p3s>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n> <3s>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <adj> <Djn_0> <n> <3p>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n> <3s>
Yalancı	yalan <adj> <Djn_0> <n> <D_CI> <n> <3p>
Yalancı	yalan <n> <D_CI> <adj>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n> <3s>
Yalancı	yalan <n> <D_CI> <adj> <Djn_0> <n> <3p>
Yalancı	yalan <n> <D_CI> <n>
Yalancı	yalan <n> <D_CI> <n> <3s>
Yalancı	yalan <n> <D_CI> <n> <3p>
Kaplumbağa'nın	kaplumbağa <n> <p2s> <gen> <3s>
Kaplumbağa'nın	kaplumbağa <n> <p2s> <gen> <3p>
Kaplumbağa'nın	kaplumbağa <n> <gen>
Kaplumbağa'nın	kaplumbağa <n> <gen> <3s>
Kaplumbağa'nın	kaplumbağa <n> <gen> <3p>
uzaktaki	uzak <adj> <Djn_0> <n> <loc> <ki> <3s>
uzaktaki	uzak <adj> <Djn_0> <n> <loc> <ki> <3p>
melankolik	melankolik <n> <3s>
melankolik	melankolik <n> <3p>
hıçkırıklarıyla	hıçkırık <n> <pl> <p3s> <ins> <3s>
hıçkırıklarıyla	hıçkırık <n> <pl> <p3s> <ins> <3p>
hıçkırıklarıyla	hıçkırık <n> <p3p> <ins>
hıçkırıklarıyla	hıçkırık <n> <p3p> <ins> <3s>
hıçkırıklarıyla	hıçkırık <n> <p3p> <ins> <3p>
karışmış	karış <n> <cpl_mis> <3p>
karışmış	karış <n> <3p> <cpl_mis>
karışmış	karış <v> <t_narr> <3s>
karışmış	karış <v> <t_narr> <3p>
karışmış	karış <v> <cv_mis>
karışmış	kar <v> <D_yIS> <n> <cpl_mis> <3s>
karışmış	kar <v> <D_yIS> <n> <cpl_mis> <3p>
karışmış	kar <v> <D_yIS> <n> <3p> <cpl_mis>
karışmış	kar <v> <vn_yis> <cpl_mis> <3s>
karışmış	kar <v> <vn_yis> <cpl_mis> <3p>
karışmış	kar <v> <vn_yis> <3p> <cpl_mis>
halde	hal <n> <loc>
halde	hal <n> <loc> <3s>
halde	hal <n> <loc> <3p>
havayı	hava <n> <acc> <3s>
havayı	hava <n> <acc> <3p>
doldurdu."	dol <v> <caus> <t_past> <3p>
"Böylece	böylece <adv> <Dan_0> <n>
"Böylece	böylece <adv> <Dan_0> <n> <3s>
"Böylece	böylece <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adj> <D_CA> <adj>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adj> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3s>
"Böylece	böyle <adj> <Djn_0> <n> <D_CA> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <n>
"Böylece	böyle <adv> <Dan_0> <n> <D_CA> <n> <3s>
