<S> <S>+BSTag
"Söyleyecek	söyle <v> <t_fut> <3p>
"Söyleyecek	söyle <v> <vn_acak>
dövüyordu."	döv <v> <t_cont> <3p> <cpl_di>
"Yılan!"	yılan <n> <3s>
"Yılan!"	yılan <n> <3p>
"Yılan!"	yıl <v> <part_yan>
"Yılan!"	yıl <v> <part_yan> <3s>
"Yılan!"	yıl <v> <part_yan> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
çığlık	çığlık <n> <3s>
çığlık	çığlık <n> <3p>
çığlık	çığ <n> <D_lIK> <n>
çığlık	çığ <n> <D_lIK> <n> <3s>
çığlık	çığ <n> <D_lIK> <n> <3p>
attı	at <n> <cpl_di> <3p>
attı	at <n> <3p> <cpl_di>
attı	at <v> <t_past> <3s>
attı	at <v> <t_past> <3p>
Güvercin.	güvercin <n> <3s>
Güvercin.	güvercin <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Ben	ben <prn> <pers> <3s>
"Ben	ben <prn> <pers> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yılan	yılan <n> <3s>
yılan	yılan <n> <3p>
yılan	yıl <v> <part_yan>
yılan	yıl <v> <part_yan> <3s>
yılan	yıl <v> <part_yan> <3p>
değilim!"	<unk>
dedi	de <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
öfkeyle.	öfke <n> <ins> <3s>
öfkeyle.	öfke <n> <ins> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Bırak	bırak <v> <t_imp> <3p>
beni	ben <prn> <pers> <p3s> <3s>
beni	ben <prn> <pers> <p3s> <3p>
beni	ben <prn> <pers> <acc>
beni	ben <prn> <pers> <acc> <3s>
beni	ben <prn> <pers> <acc> <3p>
yalnız	yalnız <adj> <Djn_0> <n>
yalnız	yalnız <adj> <Djn_0> <n> <3s>
yalnız	yalnız <adj> <Djn_0> <n> <3p>
yalnız	yalnız <adv>
yalnız	yalnız <adv> <Dan_0> <n>
yalnız	yalnız <adv> <Dan_0> <n> <3s>
yalnız	yalnız <adv> <Dan_0> <n> <3p>
yalnız	yalnız <cnjadv>
(rahat)!"	rahat <adj> <Djn_0> <n>
(rahat)!"	rahat <adj> <Djn_0> <n> <3s>
(rahat)!"	rahat <adj> <Djn_0> <n> <3p>
""Yılan,	yılan <n> <3s>
""Yılan,	yılan <n> <3p>
""Yılan,	yıl <v> <part_yan>
""Yılan,	yıl <v> <part_yan> <3s>
""Yılan,	yıl <v> <part_yan> <3p>
diyorum	<unk>
tekrar!"	tekrar <adv> <Dan_0> <n>
tekrar!"	tekrar <adv> <Dan_0> <n> <3s>
tekrar!"	tekrar <adv> <Dan_0> <n> <3p>
tekrar!"	tekrar <n>
tekrar!"	tekrar <n> <3s>
tekrar!"	tekrar <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
tekrarladı	tekrarla <v> <t_past> <3p>
tekrarladı	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_past> <3s>
tekrarladı	tekrar <adv> <Dan_0> <n> <D_lA> <v> <t_past> <3p>
tekrarladı	tekrar <n> <D_lA> <v> <t_past> <3s>
tekrarladı	tekrar <n> <D_lA> <v> <t_past> <3p>
Güvercin,	güvercin <n> <3s>
Güvercin,	güvercin <n> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
bastırılmış	bas <v> <caus> <pass> <t_narr> <3p>
bastırılmış	bas <v> <caus> <pass> <cv_mis>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
tonda,	ton <n> <loc> <3s>
tonda,	ton <n> <loc> <3p>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
çeşit	çeşit <n> <3s>
çeşit	çeşit <n> <3p>
hıçkırıkla	hıçkırık <n> <D_lA> <v> <t_imp> <3p>
hıçkırıkla	hıçkırık <n> <ins>
hıçkırıkla	hıçkırık <n> <ins> <3s>
hıçkırıkla	hıçkırık <n> <ins> <3p>
ekledi,	ekle <v> <t_past> <3p>
ekledi,	ek <adj> <D_lA> <v> <t_past> <3s>
ekledi,	ek <adj> <D_lA> <v> <t_past> <3p>
ekledi,	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
ekledi,	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3p>
ekledi,	ek <n> <D_lA> <v> <t_past> <3s>
ekledi,	ek <n> <D_lA> <v> <t_past> <3p>
"Her	<unk>
yolu	yol <n> <p3s> <3s>
yolu	yol <n> <p3s> <3p>
yolu	yol <n> <acc>
yolu	yol <n> <acc> <3s>
yolu	yol <n> <acc> <3p>
denedim,	<unk>
ve	ve <cnjadv>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
onlara	onlar <prn> <pers> <dat> <3s>
onlara	onlar <prn> <pers> <dat> <3p>
onlara	on <n> <pl> <dat>
onlara	on <n> <pl> <dat> <3s>
onlara	on <n> <pl> <dat> <3p>
onlara	on <num> <Dmn_0> <n> <pl> <dat>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3s>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3p>
onlara	o <prn> <pers> <pl> <dat>
onlara	o <prn> <pers> <pl> <dat> <3s>
onlara	o <prn> <pers> <pl> <dat> <3p>
uymuyor	uy <v> <neg> <t_cont> <3p>
uymuyor	uy <v> <neg> <cv_iyor>
gibi	gibi <cnjsub>
görünüyor!""	görün <v> <t_cont> <3p>
görünüyor!""	görün <v> <cv_iyor>
""Neden	neden <adv> <Dan_0> <n>
""Neden	neden <adv> <Dan_0> <n> <3s>
""Neden	neden <adv> <Dan_0> <n> <3p>
""Neden	neden <n>
""Neden	neden <n> <3s>
""Neden	neden <n> <3p>
""Neden	ne <prn> <qst> <abl>
""Neden	ne <prn> <qst> <abl> <3s>
""Neden	ne <prn> <qst> <abl> <3p>
bahsettiğin	bahset <v> <part_dik> <p2s> <3s>
bahsettiğin	bahset <v> <part_dik> <p2s> <3p>
bahsettiğin	bahset <v> <part_dik> <gen>
bahsettiğin	bahset <v> <part_dik> <gen> <3s>
bahsettiğin	bahset <v> <part_dik> <gen> <3p>
hakkında	hak <n> <p2s> <loc> <3s>
hakkında	hak <n> <p2s> <loc> <3p>
hakkında	hak <n> <p3s> <loc>
hakkında	hak <n> <p3s> <loc> <3s>
hakkında	hak <n> <p3s> <loc> <3p>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
ufak	ufak <adj> <Djn_0> <n>
ufak	ufak <adj> <Djn_0> <n> <3s>
ufak	ufak <adj> <Djn_0> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
fikrim	fikri <n> <p1s> <3s>
fikrim	fikri <n> <p1s> <3p>
fikrim	fikir <n> <1s>
fikrim	fikir <n> <p1s>
fikrim	fikir <n> <p1s> <3s>
fikrim	fikir <n> <p1s> <3p>
yok,"	yok <adj> <Djn_0> <n>
yok,"	yok <adj> <Djn_0> <n> <3s>
yok,"	yok <adj> <Djn_0> <n> <3p>
yok,"	yok <adv>
yok,"	yok <adv> <Dan_0> <n>
yok,"	yok <adv> <Dan_0> <n> <3s>
yok,"	yok <adv> <Dan_0> <n> <3p>
yok,"	yok <cnjadv>
yok,"	yok <nexist> <3s>
yok,"	yok <nexist> <3p>
dedi	de <v> <t_past> <3p>
Alice."	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice."	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice."	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice."	ali <n> <D_CA> <adv>
Alice."	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice."	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice."	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice."	ali <n> <D_CA> <n>
Alice."	ali <n> <D_CA> <n> <3s>
Alice."	ali <n> <D_CA> <n> <3p>
""Ağaçların	ağaç <n> <pl> <p2s> <3s>
""Ağaçların	ağaç <n> <pl> <p2s> <3p>
""Ağaçların	ağaç <n> <pl> <gen>
""Ağaçların	ağaç <n> <pl> <gen> <3s>
""Ağaçların	ağaç <n> <pl> <gen> <3p>
köklerini	kök <n> <pl> <p2s> <acc> <3s>
köklerini	kök <n> <pl> <p2s> <acc> <3p>
köklerini	kök <n> <pl> <p3s> <acc>
köklerini	kök <n> <pl> <p3s> <acc> <3s>
köklerini	kök <n> <pl> <p3s> <acc> <3p>
köklerini	kök <n> <p3p> <acc>
köklerini	kök <n> <p3p> <acc> <3s>
köklerini	kök <n> <p3p> <acc> <3p>
denedim,	<unk>
ve	ve <cnjadv>
banketleri	banket <n> <pl> <p3s> <3s>
banketleri	banket <n> <pl> <p3s> <3p>
banketleri	banket <n> <pl> <acc>
banketleri	banket <n> <pl> <acc> <3s>
banketleri	banket <n> <pl> <acc> <3p>
banketleri	banket <n> <p3p>
banketleri	banket <n> <p3p> <3s>
banketleri	banket <n> <p3p> <3p>
denedim,	<unk>
ve	ve <cnjadv>
çitleri	çit <n> <pl> <p3s> <3s>
çitleri	çit <n> <pl> <p3s> <3p>
çitleri	çit <n> <pl> <acc>
çitleri	çit <n> <pl> <acc> <3s>
çitleri	çit <n> <pl> <acc> <3p>
çitleri	çit <n> <p3p>
çitleri	çit <n> <p3p> <3s>
çitleri	çit <n> <p3p> <3p>
denedim,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti	et <n> <cpl_di> <3p>
etti	et <n> <3p> <cpl_di>
etti	et <v> <t_past> <3s>
etti	et <v> <t_past> <3p>
Güvercin,	güvercin <n> <3s>
Güvercin,	güvercin <n> <3p>
ona	ona <v> <t_imp> <3p>
ona	on <n> <dat>
ona	on <n> <dat> <3s>
ona	on <n> <dat> <3p>
ona	on <v> <t_opt> <3s>
ona	on <v> <t_opt> <3p>
ona	on <num> <Dmn_0> <n> <dat>
ona	on <num> <Dmn_0> <n> <dat> <3s>
ona	on <num> <Dmn_0> <n> <dat> <3p>
ona	o <prn> <pers> <dat>
ona	o <prn> <pers> <dat> <3s>
ona	o <prn> <pers> <dat> <3p>
dikkat	dikkat <n> <3s>
dikkat	dikkat <n> <3p>
etmeden;	et <v> <D_mA> <n> <abl> <3s>
etmeden;	et <v> <D_mA> <n> <abl> <3p>
etmeden;	et <v> <neg> <cv_dan>
etmeden;	et <v> <vn_ma> <abl>
etmeden;	et <v> <vn_ma> <abl> <3s>
etmeden;	et <v> <vn_ma> <abl> <3p>
"ama	ama <n> <3s>
"ama	ama <n> <3p>
"ama	ama <cnjcoo>
"ama	ama <cnjadv>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
yılanlar!	yılan <n> <D_lA> <v> <t_aor> <3p>
yılanlar!	yılan <n> <3p>
yılanlar!	yılan <n> <pl>
yılanlar!	yılan <n> <pl> <3s>
yılanlar!	yılan <n> <pl> <3p>
yılanlar!	yıl <v> <part_yan> <3p>
yılanlar!	yıl <v> <part_yan> <pl>
yılanlar!	yıl <v> <part_yan> <pl> <3s>
yılanlar!	yıl <v> <part_yan> <pl> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Onları	onlar <prn> <pers> <p3s> <3s>
"Onları	onlar <prn> <pers> <p3s> <3p>
"Onları	onlar <prn> <pers> <acc>
"Onları	onlar <prn> <pers> <acc> <3s>
"Onları	onlar <prn> <pers> <acc> <3p>
"Onları	on <n> <pl> <p3s>
"Onları	on <n> <pl> <p3s> <3s>
"Onları	on <n> <pl> <p3s> <3p>
"Onları	on <n> <pl> <acc>
"Onları	on <n> <pl> <acc> <3s>
"Onları	on <n> <pl> <acc> <3p>
"Onları	on <n> <p3p>
"Onları	on <n> <p3p> <3s>
"Onları	on <n> <p3p> <3p>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s> <3s>
"Onları	on <num> <Dmn_0> <n> <pl> <p3s> <3p>
"Onları	on <num> <Dmn_0> <n> <pl> <acc>
"Onları	on <num> <Dmn_0> <n> <pl> <acc> <3s>
"Onları	on <num> <Dmn_0> <n> <pl> <acc> <3p>
"Onları	on <num> <Dmn_0> <n> <p3p>
"Onları	on <num> <Dmn_0> <n> <p3p> <3s>
"Onları	on <num> <Dmn_0> <n> <p3p> <3p>
"Onları	o <prn> <pers> <pl> <p3s>
"Onları	o <prn> <pers> <pl> <p3s> <3s>
"Onları	o <prn> <pers> <pl> <p3s> <3p>
"Onları	o <prn> <pers> <pl> <acc>
"Onları	o <prn> <pers> <pl> <acc> <3s>
"Onları	o <prn> <pers> <pl> <acc> <3p>
"Onları	o <prn> <pers> <p3p>
"Onları	o <prn> <pers> <p3p> <3s>
"Onları	o <prn> <pers> <p3p> <3p>
memnun	memnun <n> <3s>
memnun	memnun <n> <3p>
etmek	et <v> <vn_mak> <3s>
etmek	et <v> <vn_mak> <3p>
etmek	et <v> <vinf>
etmek	et <v> <cv_mak>
yok	yok <adj> <Djn_0> <n>
yok	yok <adj> <Djn_0> <n> <3s>
yok	yok <adj> <Djn_0> <n> <3p>
yok	yok <adv>
yok	yok <adv> <Dan_0> <n>
yok	yok <adv> <Dan_0> <n> <3s>
yok	yok <adv> <Dan_0> <n> <3p>
yok	yok <cnjadv>
yok	yok <nexist> <3s>
yok	yok <nexist> <3p>
(mümkün	mümkün <adj> <Djn_0> <n>
(mümkün	mümkün <adj> <Djn_0> <n> <3s>
(mümkün	mümkün <adj> <Djn_0> <n> <3p>
değil)!"	değil <not> <3p>
değil)!"	değ <v> <pass> <t_imp> <2s>
değil)!"	değ <v> <pass> <t_imp> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
giderek	<unk>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
şaşırdı,	şaşır <v> <t_past> <3p>
şaşırdı,	şaş <v> <caus> <t_past> <3s>
şaşırdı,	şaş <v> <caus> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
Güvercin	güvercin <n> <3s>
Güvercin	güvercin <n> <3p>
bitirene	bit <v> <caus> <part_yan> <dat> <3s>
bitirene	bit <v> <caus> <part_yan> <dat> <3p>
kadar	<unk>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
söylemenin	söyle <v> <D_mA> <n> <p2s> <gen> <3s>
söylemenin	söyle <v> <D_mA> <n> <p2s> <gen> <3p>
söylemenin	söyle <v> <D_mA> <n> <gen>
söylemenin	söyle <v> <D_mA> <n> <gen> <3s>
söylemenin	söyle <v> <D_mA> <n> <gen> <3p>
söylemenin	söyle <v> <vn_ma> <p2s> <gen>
söylemenin	söyle <v> <vn_ma> <p2s> <gen> <3s>
söylemenin	söyle <v> <vn_ma> <p2s> <gen> <3p>
söylemenin	söyle <v> <vn_ma> <gen>
söylemenin	söyle <v> <vn_ma> <gen> <3s>
söylemenin	söyle <v> <vn_ma> <gen> <3p>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
faydası	fayda <n> <p3s> <3s>
faydası	fayda <n> <p3s> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <cv_dik> <p3s> <acc>
düşündü."	düşün <n> <cpl_di> <3p>
düşündü."	düşün <n> <3p> <cpl_di>
düşündü."	düşün <v> <t_past> <3s>
düşündü."	düşün <v> <t_past> <3p>
düşündü."	düş <n> <p2s> <cpl_di> <3s>
düşündü."	düş <n> <p2s> <cpl_di> <3p>
düşündü."	düş <n> <p2s> <3p> <cpl_di>
düşündü."	düş <n> <gen> <cpl_di> <3s>
düşündü."	düş <n> <gen> <cpl_di> <3p>
düşündü."	düş <n> <gen> <3p> <cpl_di>
""Sanki	sanki <adv> <Dan_0> <n>
""Sanki	sanki <adv> <Dan_0> <n> <3s>
""Sanki	sanki <adv> <Dan_0> <n> <3p>
yumurtaları	yumurta <n> <pl> <p3s> <3s>
yumurtaları	yumurta <n> <pl> <p3s> <3p>
yumurtaları	yumurta <n> <pl> <acc>
yumurtaları	yumurta <n> <pl> <acc> <3s>
yumurtaları	yumurta <n> <pl> <acc> <3p>
yumurtaları	yumurta <n> <p3p>
yumurtaları	yumurta <n> <p3p> <3s>
yumurtaları	yumurta <n> <p3p> <3p>
kuluçkaya	kuluçka <n> <dat> <3s>
kuluçkaya	kuluçka <n> <dat> <3p>
yatırmak	yat <v> <caus> <vn_mak> <3s>
yatırmak	yat <v> <caus> <vn_mak> <3p>
yatırmak	yat <v> <caus> <vinf>
yatırmak	yat <v> <caus> <cv_mak>
yeterince	yeterince <n> <3s>
yeterince	yeterince <n> <3p>
yeterince	yeter <adj> <Djn_0> <n> <p2s> <ca>
yeterince	yeter <adj> <Djn_0> <n> <p3s> <ca>
sorun	sorun <n> <3s>
sorun	sorun <n> <3p>
sorun	soru <n> <p2s>
sorun	soru <n> <p2s> <3s>
sorun	soru <n> <p2s> <3p>
sorun	sor <v> <t_imp> <2p>
değilmiş	değil <not> <cpl_mis> <3p>
değilmiş	değil <not> <3p> <cpl_mis>
değilmiş	değ <v> <pass> <t_narr> <3s>
değilmiş	değ <v> <pass> <t_narr> <3p>
değilmiş	değ <v> <pass> <cv_mis>
gibi,"	gibi <cnjsub>
dedi	de <v> <t_past> <3p>
Güvercin;	güvercin <n> <3s>
Güvercin;	güvercin <n> <3p>
"ama	ama <n> <3s>
"ama	ama <n> <3p>
"ama	ama <cnjcoo>
"ama	ama <cnjadv>
gece	gece <n> <3s>
gece	gece <n> <3p>
gece	geç <adv> <Dan_0> <n> <dat>
gece	geç <adv> <Dan_0> <n> <dat> <3s>
gece	geç <adv> <Dan_0> <n> <dat> <3p>
ve	ve <cnjadv>
gündüz	gündüz <n> <3s>
gündüz	gündüz <n> <3p>
yılanlar	yılan <n> <D_lA> <v> <t_aor> <3p>
yılanlar	yılan <n> <3p>
yılanlar	yılan <n> <pl>
yılanlar	yılan <n> <pl> <3s>
yılanlar	yılan <n> <pl> <3p>
yılanlar	yıl <v> <part_yan> <3p>
yılanlar	yıl <v> <part_yan> <pl>
yılanlar	yıl <v> <part_yan> <pl> <3s>
yılanlar	yıl <v> <part_yan> <pl> <3p>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
tetikte	tetik <adj> <Djn_0> <n> <loc> <3s>
tetikte	tetik <adj> <Djn_0> <n> <loc> <3p>
tetikte	tetik <n> <loc>
tetikte	tetik <n> <loc> <3s>
tetikte	tetik <n> <loc> <3p>
olmalıyım!	ol <v> <D_mA> <n> <D_lI> <n> <1s>
olmalıyım!	ol <v> <t_obl> <1s>
</S> </S>+ESTag
<S> <S>+BSTag
"Neden,	neden <adv> <Dan_0> <n>
"Neden,	neden <adv> <Dan_0> <n> <3s>
"Neden,	neden <adv> <Dan_0> <n> <3p>
"Neden,	neden <n>
"Neden,	neden <n> <3s>
"Neden,	neden <n> <3p>
"Neden,	ne <prn> <qst> <abl>
"Neden,	ne <prn> <qst> <abl> <3s>
"Neden,	ne <prn> <qst> <abl> <3p>
şu	şu <prn> <dem> <3s>
şu	şu <prn> <dem> <3p>
şu	şu <det>
üç	üç <n> <3s>
üç	üç <n> <3p>
üç	üç <num>
üç	üç <num> <Dmn_0> <n>
üç	üç <num> <Dmn_0> <n> <3s>
üç	üç <num> <Dmn_0> <n> <3p>
haftadır	hafta <n> <3p> <dir>
haftadır	hafta <n> <dir> <3p>
haftadır	haf <n> <loc> <3s> <dir>
haftadır	haf <n> <loc> <3p> <dir>
haftadır	haf <n> <loc> <dir> <3p>
gözümü	göz <n> <p1s> <acc> <3s>
gözümü	göz <n> <p1s> <acc> <3p>
kırpmadım!""	<unk>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n> <3s>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adj> <Djn_0> <n> <3p>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n> <3s>
""Rahatsız	rahat <adj> <Djn_0> <n> <Dnn_siz> <adv> <Dan_0> <n> <3p>
edildiğine	et <v> <pass> <vn_dik> <p2s> <dat> <3s>
edildiğine	et <v> <pass> <vn_dik> <p2s> <dat> <3p>
edildiğine	et <v> <pass> <vn_dik> <p3s> <dat>
edildiğine	et <v> <pass> <vn_dik> <p3s> <dat> <3s>
edildiğine	et <v> <pass> <vn_dik> <p3s> <dat> <3p>
edildiğine	et <v> <pass> <part_dik> <p2s> <dat>
edildiğine	et <v> <pass> <part_dik> <p2s> <dat> <3s>
edildiğine	et <v> <pass> <part_dik> <p2s> <dat> <3p>
edildiğine	et <v> <pass> <part_dik> <p3s> <dat>
edildiğine	et <v> <pass> <part_dik> <p3s> <dat> <3s>
edildiğine	et <v> <pass> <part_dik> <p3s> <dat> <3p>
edildiğine	et <v> <pass> <cv_dik> <p3s> <dat>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
üzgünüm,"	üzgün <adj> <Djn_0> <n> <p1s>
üzgünüm,"	üzgün <adj> <Djn_0> <n> <p1s> <3s>
üzgünüm,"	üzgün <adj> <Djn_0> <n> <p1s> <3p>
üzgünüm,"	üzgü <n> <p2s> <1s>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
