<S> <S>+BSTag
"Gündüz	gündüz <n> <3s>
"Gündüz	gündüz <n> <3p>
"bu	bu <det>
kendini	kendi <n> <p2s> <acc> <3s>
kendini	kendi <n> <p2s> <acc> <3p>
kendini	kendi <prn> <p2s> <acc>
kendini	kendi <prn> <p2s> <acc> <3s>
kendini	kendi <prn> <p2s> <acc> <3p>
ifade	ifade <n> <3s>
ifade	ifade <n> <3p>
etmenin	etmen <n> <p2s> <3s>
etmenin	etmen <n> <p2s> <3p>
etmenin	etmen <n> <gen>
etmenin	etmen <n> <gen> <3s>
etmenin	etmen <n> <gen> <3p>
etmenin	et <v> <D_mA> <n> <p2s> <gen>
etmenin	et <v> <D_mA> <n> <p2s> <gen> <3s>
etmenin	et <v> <D_mA> <n> <p2s> <gen> <3p>
etmenin	et <v> <D_mA> <n> <gen>
etmenin	et <v> <D_mA> <n> <gen> <3s>
etmenin	et <v> <D_mA> <n> <gen> <3p>
etmenin	et <v> <vn_ma> <p2s> <gen>
etmenin	et <v> <vn_ma> <p2s> <gen> <3s>
etmenin	et <v> <vn_ma> <p2s> <gen> <3p>
etmenin	et <v> <vn_ma> <gen>
etmenin	et <v> <vn_ma> <gen> <3s>
etmenin	et <v> <vn_ma> <gen> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
yolu	yol <n> <p3s> <3s>
yolu	yol <n> <p3s> <3p>
yolu	yol <n> <acc>
yolu	yol <n> <acc> <3s>
yolu	yol <n> <acc> <3p>
değil."	değil <not> <3p>
değil."	değ <v> <pass> <t_imp> <2s>
değil."	değ <v> <pass> <t_imp> <3p>
Bebek	bebek <n> <3s>
Bebek	bebek <n> <3p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
homurdandı	homurdan <v> <t_past> <3p>
ve	ve <cnjadv>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
sorunun	sorun <n> <p2s> <3s>
sorunun	sorun <n> <p2s> <3p>
sorunun	sorun <n> <gen>
sorunun	sorun <n> <gen> <3s>
sorunun	sorun <n> <gen> <3p>
sorunun	soru <n> <p2s> <gen>
sorunun	soru <n> <p2s> <gen> <3s>
sorunun	soru <n> <p2s> <gen> <3p>
sorunun	soru <n> <gen>
sorunun	soru <n> <gen> <3s>
sorunun	soru <n> <gen> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
görmek	gör <v> <vn_mak> <3s>
görmek	gör <v> <vn_mak> <3p>
görmek	gör <v> <vinf>
görmek	gör <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
endişeyle	endişe <n> <ins> <3s>
endişeyle	endişe <n> <ins> <3p>
yüzüne	yüz <n> <p2s> <dat> <3s>
yüzüne	yüz <n> <p2s> <dat> <3p>
yüzüne	yüz <n> <p3s> <dat>
yüzüne	yüz <n> <p3s> <dat> <3s>
yüzüne	yüz <n> <p3s> <dat> <3p>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat> <3s>
yüzüne	yüz <num> <Dmn_0> <n> <p2s> <dat> <3p>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat> <3s>
yüzüne	yüz <num> <Dmn_0> <n> <p3s> <dat> <3p>
baktı.	bak <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Hiç	hiç <adv> <Dan_0> <n>
Hiç	hiç <adv> <Dan_0> <n> <3s>
Hiç	hiç <adv> <Dan_0> <n> <3p>
Hiç	hiç <n>
Hiç	hiç <n> <3s>
Hiç	hiç <n> <3p>
şüphe	şüphe <n> <3s>
şüphe	şüphe <n> <3p>
yok	yok <adj> <Djn_0> <n>
yok	yok <adj> <Djn_0> <n> <3s>
yok	yok <adj> <Djn_0> <n> <3p>
yok	yok <adv>
yok	yok <adv> <Dan_0> <n>
yok	yok <adv> <Dan_0> <n> <3s>
yok	yok <adv> <Dan_0> <n> <3p>
yok	yok <cnjadv>
yok	yok <nexist> <3s>
yok	yok <nexist> <3p>
ki	ki <cnjadv>
burnu	burun <n> <p3s> <3s>
burnu	burun <n> <p3s> <3p>
burnu	burun <n> <acc>
burnu	burun <n> <acc> <3s>
burnu	burun <n> <acc> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
açılırdı,	aç <v> <pass> <t_aor> <cpl_di> <3p>
açılırdı,	aç <v> <pass> <t_aor> <3p> <cpl_di>
gerçek	gerçek <n> <3s>
gerçek	gerçek <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
burundan	burun <n> <abl> <3s>
burundan	burun <n> <abl> <3p>
burundan	buru <n> <p2s> <abl>
burundan	buru <n> <p2s> <abl> <3s>
burundan	buru <n> <p2s> <abl> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
burun	burun <n> <3s>
burun	burun <n> <3p>
burun	buru <n> <p2s>
burun	buru <n> <p2s> <3s>
burun	buru <n> <p2s> <3p>
burun	bur <v> <t_imp> <2p>
gibi;	gibi <cnjsub>
ayrıca	ayrıca <adv> <Dan_0> <n>
ayrıca	ayrıca <adv> <Dan_0> <n> <3s>
ayrıca	ayrıca <adv> <Dan_0> <n> <3p>
ayrıca	ayrıca <n>
ayrıca	ayrıca <n> <3s>
ayrıca	ayrıca <n> <3p>
ayrıca	ayrıç <n> <dat>
ayrıca	ayrıç <n> <dat> <3s>
ayrıca	ayrıç <n> <dat> <3p>
ayrıca	ayrı <n> <D_CA> <adj>
ayrıca	ayrı <n> <D_CA> <adj> <Djn_0> <n>
ayrıca	ayrı <n> <D_CA> <adj> <Djn_0> <n> <3s>
ayrıca	ayrı <n> <D_CA> <adj> <Djn_0> <n> <3p>
ayrıca	ayrı <n> <D_CA> <adv>
ayrıca	ayrı <n> <D_CA> <adv> <Dan_0> <n>
ayrıca	ayrı <n> <D_CA> <adv> <Dan_0> <n> <3s>
ayrıca	ayrı <n> <D_CA> <adv> <Dan_0> <n> <3p>
ayrıca	ayrı <n> <D_CA> <n>
ayrıca	ayrı <n> <D_CA> <n> <3s>
ayrıca	ayrı <n> <D_CA> <n> <3p>
gözleri	göz <n> <pl> <p3s> <3s>
gözleri	göz <n> <pl> <p3s> <3p>
gözleri	göz <n> <pl> <acc>
gözleri	göz <n> <pl> <acc> <3s>
gözleri	göz <n> <pl> <acc> <3p>
gözleri	göz <n> <p3p>
gözleri	göz <n> <p3p> <3s>
gözleri	göz <n> <p3p> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
bebek	bebek <n> <3s>
bebek	bebek <n> <3p>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
son	son <adj> <Djn_0> <n>
son	son <adj> <Djn_0> <n> <3s>
son	son <adj> <Djn_0> <n> <3p>
son	son <n>
son	son <n> <3s>
son	son <n> <3p>
derece	derece <n> <3s>
derece	derece <n> <3p>
derece	dere <n> <D_CA> <adj>
derece	dere <n> <D_CA> <adj> <Djn_0> <n>
derece	dere <n> <D_CA> <adj> <Djn_0> <n> <3s>
derece	dere <n> <D_CA> <adj> <Djn_0> <n> <3p>
derece	dere <n> <D_CA> <adv>
derece	dere <n> <D_CA> <adv> <Dan_0> <n>
derece	dere <n> <D_CA> <adv> <Dan_0> <n> <3s>
derece	dere <n> <D_CA> <adv> <Dan_0> <n> <3p>
derece	dere <n> <D_CA> <n>
derece	dere <n> <D_CA> <n> <3s>
derece	dere <n> <D_CA> <n> <3p>
küçülüyordu:	küçül <v> <t_cont> <cpl_di> <3p>
küçülüyordu:	küçül <v> <t_cont> <3p> <cpl_di>
Alice'in	<unk>
bakışı	bakış <n> <p3s> <3s>
bakışı	bakış <n> <p3s> <3p>
bakışı	bakış <n> <acc>
bakışı	bakış <n> <acc> <3s>
bakışı	bakış <n> <acc> <3p>
bakışı	bak <v> <D_yIS> <n> <p3s>
bakışı	bak <v> <D_yIS> <n> <p3s> <3s>
bakışı	bak <v> <D_yIS> <n> <p3s> <3p>
bakışı	bak <v> <D_yIS> <n> <acc>
bakışı	bak <v> <D_yIS> <n> <acc> <3s>
bakışı	bak <v> <D_yIS> <n> <acc> <3p>
bakışı	bak <v> <vn_yis> <p3s>
bakışı	bak <v> <vn_yis> <p3s> <3s>
bakışı	bak <v> <vn_yis> <p3s> <3p>
bakışı	bak <v> <vn_yis> <acc>
bakışı	bak <v> <vn_yis> <acc> <3s>
bakışı	bak <v> <vn_yis> <acc> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
hoş	hoş <n> <3s>
hoş	hoş <n> <3p>
değildi.	değil <not> <cpl_di> <3p>
değildi.	değil <not> <3p> <cpl_di>
değildi.	değ <v> <pass> <t_past> <3s>
değildi.	değ <v> <pass> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Ama	ama <n> <3s>
"Ama	ama <n> <3p>
"Ama	ama <cnjcoo>
"Ama	ama <cnjadv>
belki	belki <adv> <Dan_0> <n>
belki	belki <adv> <Dan_0> <n> <3s>
belki	belki <adv> <Dan_0> <n> <3p>
belki	belki <cnjadv>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
sadece	sadece <adv> <Dan_0> <n>
sadece	sadece <adv> <Dan_0> <n> <3s>
sadece	sadece <adv> <Dan_0> <n> <3p>
sadece	sadece <n>
sadece	sadece <n> <3s>
sadece	sadece <n> <3p>
sadece	sade <n> <D_CA> <adj>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
sadece	sade <n> <D_CA> <adv>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
sadece	sade <n> <D_CA> <n>
sadece	sade <n> <D_CA> <n> <3s>
sadece	sade <n> <D_CA> <n> <3p>
hıçkırıyordu,"	hıçkır <v> <t_cont> <cpl_di> <3p>
hıçkırıyordu,"	hıçkır <v> <t_cont> <3p> <cpl_di>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
ve	ve <cnjadv>
gözyaşları	gözyaş <n> <pl> <p3s> <3s>
gözyaşları	gözyaş <n> <pl> <p3s> <3p>
gözyaşları	gözyaş <n> <pl> <acc>
gözyaşları	gözyaş <n> <pl> <acc> <3s>
gözyaşları	gözyaş <n> <pl> <acc> <3p>
gözyaşları	gözyaş <n> <p3p>
gözyaşları	gözyaş <n> <p3p> <3s>
gözyaşları	gözyaş <n> <p3p> <3p>
olup	<unk>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <vn_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p2s> <acc> <3p>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3s>
olmadığını	ol <v> <neg> <part_dik> <p3s> <acc> <3p>
olmadığını	ol <v> <neg> <cv_dik> <p3s> <acc>
görmek	gör <v> <vn_mak> <3s>
görmek	gör <v> <vn_mak> <3p>
görmek	gör <v> <vinf>
görmek	gör <v> <cv_mak>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
için	iç <adj> <Djn_0> <n> <gen> <3s>
için	iç <adj> <Djn_0> <n> <gen> <3p>
için	iç <n> <p2s>
için	iç <n> <p2s> <3s>
için	iç <n> <p2s> <3p>
için	iç <n> <gen>
için	iç <n> <gen> <3s>
için	iç <n> <gen> <3p>
için	iç <v> <t_imp> <2p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
gözlerine	göz <n> <pl> <p2s> <dat> <3s>
gözlerine	göz <n> <pl> <p2s> <dat> <3p>
gözlerine	göz <n> <pl> <p3s> <dat>
gözlerine	göz <n> <pl> <p3s> <dat> <3s>
gözlerine	göz <n> <pl> <p3s> <dat> <3p>
gözlerine	göz <n> <p3p> <dat>
gözlerine	göz <n> <p3p> <dat> <3s>
gözlerine	göz <n> <p3p> <dat> <3p>
baktı.	bak <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Hayır,	hayır <adv> <Dan_0> <n>
Hayır,	hayır <adv> <Dan_0> <n> <3s>
Hayır,	hayır <adv> <Dan_0> <n> <3p>
Hayır,	hayır <n>
Hayır,	hayır <n> <3s>
Hayır,	hayır <n> <3p>
gözyaşı	gözyaş <n> <p3s>
gözyaşı	gözyaş <n> <p3s> <3s>
gözyaşı	gözyaş <n> <p3s> <3p>
gözyaşı	gözyaş <n> <acc>
gözyaşı	gözyaş <n> <acc> <3s>
gözyaşı	gözyaş <n> <acc> <3p>
yoktu.	yok <adj> <Djn_0> <n> <cpl_di> <3p>
yoktu.	yok <adj> <Djn_0> <n> <3p> <cpl_di>
yoktu.	yok <adv> <Dan_0> <n> <cpl_di> <3s>
yoktu.	yok <adv> <Dan_0> <n> <cpl_di> <3p>
yoktu.	yok <adv> <Dan_0> <n> <3p> <cpl_di>
yoktu.	yok <nexist> <cpl_di> <3s>
yoktu.	yok <nexist> <cpl_di> <3p>
yoktu.	yok <nexist> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Eğer	eğer <n> <3s>
"Eğer	eğer <n> <3p>
"Eğer	eğer <cnjsub>
"Eğer	eğ <v> <t_aor> <3s>
"Eğer	eğ <v> <t_aor> <3p>
domuza	domuz <n> <dat> <3s>
domuza	domuz <n> <dat> <3p>
domuza	do <n> <p1p> <dat>
domuza	do <n> <p1p> <dat> <3s>
domuza	do <n> <p1p> <dat> <3p>
dönüşeceksen,	dönüş <v> <vn_acak> <cpl_sa> <2s>
dönüşeceksen,	dönüş <v> <part_acak> <cpl_sa> <2s>
canım,"	can <n> <p1s>
canım,"	can <n> <p1s> <3s>
canım,"	can <n> <p1s> <3p>
dedi	de <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
ciddi	ciddi <n> <3s>
ciddi	ciddi <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde,	şekil <n> <loc> <3s>
şekilde,	şekil <n> <loc> <3p>
"seninle	sen <prn> <pers> <p2s> <ins> <3s>
"seninle	sen <prn> <pers> <p2s> <ins> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
fazla	fazla <adj> <Djn_0> <n>
fazla	fazla <adj> <Djn_0> <n> <3s>
fazla	fazla <adj> <Djn_0> <n> <3p>
fazla	fazla <adv>
fazla	fazla <adv> <Dan_0> <n>
fazla	fazla <adv> <Dan_0> <n> <3s>
fazla	fazla <adv> <Dan_0> <n> <3p>
fazla	fazla <det>
fazla	faz <n> <D_lA> <v> <t_imp> <2s>
fazla	faz <n> <D_lA> <v> <t_imp> <3p>
fazla	faz <n> <ins>
fazla	faz <n> <ins> <3s>
fazla	faz <n> <ins> <3p>
işim	iş <n> <p1s>
işim	iş <n> <p1s> <3s>
işim	iş <n> <p1s> <3p>
olmaz.	ol <v> <neg> <t_aor> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Dikkat	dikkat <n> <3s>
Dikkat	dikkat <n> <3p>
et!"	et <n> <3s>
et!"	et <n> <3p>
et!"	et <v> <t_imp> <2s>
et!"	et <v> <t_imp> <3p>
Zavallı	zavallı <n> <3s>
Zavallı	zavallı <n> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
şey	şey <n> <3s>
şey	şey <n> <3p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
hıçkırtı	<unk>
(ya	ya <cnjcoo>
(ya	ya <cnjadv>
da	<unk>
homurdandı,	homurdan <v> <t_past> <3p>
hangisi	hangi <n> <p3s> <3s>
hangisi	hangi <n> <p3s> <3p>
hangisi	hangi <prn> <qst> <p3s>
hangisi	hangi <prn> <qst> <p3s> <3s>
hangisi	hangi <prn> <qst> <p3s> <3p>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
söylemek	söyle <v> <vn_mak> <3s>
söylemek	söyle <v> <vn_mak> <3p>
söylemek	söyle <v> <vinf>
söylemek	söyle <v> <cv_mak>
imkansızdı)	imkan <n> <Dnn_siz> <adj> <Djn_0> <n> <cpl_di> <3p>
imkansızdı)	imkan <n> <Dnn_siz> <adj> <Djn_0> <n> <3p> <cpl_di>
imkansızdı)	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <cpl_di> <3s>
imkansızdı)	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <cpl_di> <3p>
imkansızdı)	imkan <n> <Dnn_siz> <adv> <Dan_0> <n> <3p> <cpl_di>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
süre	süre <n> <3s>
süre	süre <n> <3p>
süre	sür <v> <t_opt> <3s>
süre	sür <v> <t_opt> <3p>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3s>
sessizce	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3p>
sessizce	sessiz <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adj> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <ca>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adj>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adv>
sessizce	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <ca>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
ettiler.	et <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine	kendi <n> <p2s> <dat> <3s>
kendine	kendi <n> <p2s> <dat> <3p>
kendine	kendi <prn> <p2s> <dat>
kendine	kendi <prn> <p2s> <dat> <3s>
kendine	kendi <prn> <p2s> <dat> <3p>
düşünmeye	düşün <v> <D_mA> <n> <dat> <3s>
